"Posição","Nome","Localidade","2017-2018","Unidade","Multiplicador"
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Santa Catarina","141.67","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Rio Grande do Sul","139.87","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Mato Grosso do Sul","153.70","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Mato Grosso","143.20","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Goiás","156.04","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Distrito Federal","180.86","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Rondônia","78.77","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Acre","70.66","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Amazonas","74.59","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Roraima","54.50","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Pará","63.04","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Amapá","83.43","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Tocantins","52.48","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Maranhão","64.16","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Piauí","33.12","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Ceará","54.28","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Rio Grande do Norte","91.19","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Paraíba","75.39","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Pernambuco","72.99","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Alagoas","49.34","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Sergipe","73.72","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Bahia","75.39","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Minas Gerais","95.09","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Espírito Santo","69.96","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Rio de Janeiro","109.07","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","São Paulo","122.13","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Paraná","105.92","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Santa Catarina","93.05","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Rio Grande do Sul","112.85","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Mato Grosso do Sul","89.84","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Mato Grosso","82.67","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Goiás","95.56","R$",1
"10.1.1.1.1.1.7","Recreação e cultura","Distrito Federal","243.24","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Rondônia","34.10","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Acre","33.33","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Amazonas","25.27","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Roraima","28.47","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Pará","31.75","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Amapá","48.72","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Tocantins","18.78","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Maranhão","25.94","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Piauí","25.96","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Ceará","27.11","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Rio Grande do Norte","47.47","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Paraíba","32.50","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Pernambuco","38.76","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Alagoas","16.76","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Sergipe","45.64","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Bahia","42.32","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Minas Gerais","50.81","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Espírito Santo","44.14","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Rio de Janeiro","49.47","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","São Paulo","67.29","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Paraná","46.38","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Santa Catarina","49.77","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Rio Grande do Sul","47.28","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Mato Grosso do Sul","50.80","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Mato Grosso","47.04","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Goiás","46.98","R$",1
"10.1.1.1.1.1.8","Serviços pessoais","Distrito Federal","92.69","R$",1
"10.1.1.1.1.1.9","Transporte","Rondônia","553.36","R$",1
"10.1.1.1.1.1.9","Transporte","Acre","507.78","R$",1
"10.1.1.1.1.1.9","Transporte","Amazonas","377.09","R$",1
"10.1.1.1.1.1.9","Transporte","Roraima","466.60","R$",1
"10.1.1.1.1.1.9","Transporte","Pará","405.76","R$",1
"10.1.1.1.1.1.9","Transporte","Amapá","537.60","R$",1
"10.1.1.1.1.1.9","Transporte","Tocantins","492.32","R$",1
"10.1.1.1.1.1.9","Transporte","Maranhão","346.88","R$",1
"10.1.1.1.1.1.9","Transporte","Piauí","422.79","R$",1
"10.1.1.1.1.1.9","Transporte","Ceará","379.13","R$",1
"10.1.1.1.1.1.9","Transporte","Rio Grande do Norte","585.34","R$",1
"10.1.1.1.1.1.9","Transporte","Paraíba","348.21","R$",1
"10.1.1.1.1.1.9","Transporte","Pernambuco","489.24","R$",1
"10.1.1.1.1.1.9","Transporte","Alagoas","320.60","R$",1
"10.1.1.1.1.1.9","Transporte","Sergipe","529.36","R$",1
"10.1.1.1.1.1.9","Transporte","Bahia","461.76","R$",1
"10.1.1.1.1.1.9","Transporte","Minas Gerais","662.29","R$",1
"10.1.1.1.1.1.9","Transporte","Espírito Santo","649.66","R$",1
"10.1.1.1.1.1.9","Transporte","Rio de Janeiro","574.31","R$",1
"10.1.1.1.1.1.9","Transporte","São Paulo","902.47","R$",1
"10.1.1.1.1.1.9","Transporte","Paraná","869.80","R$",1
"10.1.1.1.1.1.9","Transporte","Santa Catarina","841.40","R$",1
"10.1.1.1.1.1.9","Transporte","Rio Grande do Sul","792.92","R$",1
"10.1.1.1.1.1.9","Transporte","Mato Grosso do Sul","777.03","R$",1
"10.1.1.1.1.1.9","Transporte","Mato Grosso","860.32","R$",1
"10.1.1.1.1.1.9","Transporte","Goiás","797.77","R$",1
"10.1.1.1.1.1.9","Transporte","Distrito Federal","1446.55","R$",1
"10.1.1.1.1.1.10","Vestuário ","Rondônia","141.42","R$",1
"10.1.1.1.1.1.10","Vestuário ","Acre","177.82","R$",1
"10.1.1.1.1.1.10","Vestuário ","Amazonas","127.62","R$",1
"10.1.1.1.1.1.10","Vestuário ","Roraima","96.81","R$",1
"10.1.1.1.1.1.10","Vestuário ","Pará","150.02","R$",1
"10.1.1.1.1.1.10","Vestuário ","Amapá","209.78","R$",1
"10.1.1.1.1.1.10","Vestuário ","Tocantins","83.95","R$",1
"10.1.1.1.1.1.10","Vestuário ","Maranhão","129.18","R$",1
"10.1.1.1.1.1.10","Vestuário ","Piauí","111.46","R$",1
"10.1.1.1.1.1.10","Vestuário ","Ceará","105.10","R$",1
"10.1.1.1.1.1.10","Vestuário ","Rio Grande do Norte","161.32","R$",1
"10.1.1.1.1.1.10","Vestuário ","Paraíba","118.60","R$",1
"10.1.1.1.1.1.10","Vestuário ","Pernambuco","155.36","R$",1
"10.1.1.1.1.1.10","Vestuário ","Alagoas","98.05","R$",1
"10.1.1.1.1.1.10","Vestuário ","Sergipe","179.50","R$",1
"10.1.1.1.1.1.10","Vestuário ","Bahia","154.73","R$",1
"10.1.1.1.1.1.10","Vestuário ","Minas Gerais","165.41","R$",1
"10.1.1.1.1.1.10","Vestuário ","Espírito Santo","124.16","R$",1
"10.1.1.1.1.1.10","Vestuário ","Rio de Janeiro","122.18","R$",1
"10.1.1.1.1.1.10","Vestuário ","São Paulo","180.99","R$",1
"10.1.1.1.1.1.10","Vestuário ","Paraná","174.73","R$",1
"10.1.1.1.1.1.10","Vestuário ","Santa Catarina","185.79","R$",1
"10.1.1.1.1.1.10","Vestuário ","Rio Grande do Sul","183.53","R$",1
"10.1.1.1.1.1.10","Vestuário ","Mato Grosso do Sul","200.03","R$",1
"10.1.1.1.1.1.10","Vestuário ","Mato Grosso","185.95","R$",1
"10.1.1.1.1.1.10","Vestuário ","Goiás","174.74","R$",1
"10.1.1.1.1.1.10","Vestuário ","Distrito Federal","270.64","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Rondônia","61.10","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Acre","75.83","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Amazonas","52.54","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Roraima","41.31","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Pará","72.40","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Amapá","65.80","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Tocantins","47.31","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Maranhão","55.77","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Piauí","51.52","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Ceará","43.36","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Rio Grande do Norte","79.15","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Paraíba","57.41","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Pernambuco","63.47","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Alagoas","33.68","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Sergipe","98.03","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Bahia","81.91","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Minas Gerais","112.90","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Espírito Santo","80.94","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Rio de Janeiro","87.60","R$",1
"10.1.1.1.1.1.11","Despesas diversas","São Paulo","164.11","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Paraná","114.76","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Santa Catarina","158.76","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Rio Grande do Sul","132.59","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Mato Grosso do Sul","136.50","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Mato Grosso","122.49","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Goiás","124.82","R$",1
"10.1.1.1.1.1.11","Despesas diversas","Distrito Federal","341.71","R$",1
"10.1.1.1.1.2","Outras","Rondônia","320.96","R$",1
"10.1.1.1.1.2","Outras","Acre","393.41","R$",1
"10.1.1.1.1.2","Outras","Amazonas","378.41","R$",1
"10.1.1.1.1.2","Outras","Roraima","505.35","R$",1
"10.1.1.1.1.2","Outras","Pará","284.25","R$",1
"10.1.1.1.1.2","Outras","Amapá","524.21","R$",1
"10.1.1.1.1.2","Outras","Tocantins","287.80","R$",1
"10.1.1.1.1.2","Outras","Maranhão","190.62","R$",1
"10.1.1.1.1.2","Outras","Piauí","247.93","R$",1
"10.1.1.1.1.2","Outras","Ceará","268.68","R$",1
"10.1.1.1.1.2","Outras","Rio Grande do Norte","359.93","R$",1
"10.1.1.1.1.2","Outras","Paraíba","330.39","R$",1
"10.1.1.1.1.2","Outras","Pernambuco","353.56","R$",1
"10.1.1.1.1.2","Outras","Alagoas","232.58","R$",1
"10.1.1.1.1.2","Outras","Sergipe","382.18","R$",1
"10.1.1.1.1.2","Outras","Bahia","317.11","R$",1
"10.1.1.1.1.2","Outras","Minas Gerais","446.38","R$",1
"10.1.1.1.1.2","Outras","Espírito Santo","466.86","R$",1
"10.1.1.1.1.2","Outras","Rio de Janeiro","627.56","R$",1
"10.1.1.1.1.2","Outras","São Paulo","799.29","R$",1
"10.1.1.1.1.2","Outras","Paraná","532.55","R$",1
"10.1.1.1.1.2","Outras","Santa Catarina","492.77","R$",1
"10.1.1.1.1.2","Outras","Rio Grande do Sul","663.58","R$",1
"10.1.1.1.1.2","Outras","Mato Grosso do Sul","554.05","R$",1
"10.1.1.1.1.2","Outras","Mato Grosso","513.25","R$",1
"10.1.1.1.1.2","Outras","Goiás","625.58","R$",1
"10.1.1.1.1.2","Outras","Distrito Federal","1954.97","R$",1
"10.1.1.1.2","Aumento do ativo","Rondônia","121.30","R$",1
"10.1.1.1.2","Aumento do ativo","Acre","114.24","R$",1
"10.1.1.1.2","Aumento do ativo","Amazonas","61.37","R$",1
"10.1.1.1.2","Aumento do ativo","Roraima","61.00","R$",1
"10.1.1.1.2","Aumento do ativo","Pará","140.24","R$",1
"10.1.1.1.2","Aumento do ativo","Amapá","86.23","R$",1
"10.1.1.1.2","Aumento do ativo","Tocantins","48.24","R$",1
"10.1.1.1.2","Aumento do ativo","Maranhão","75.24","R$",1
"10.1.1.1.2","Aumento do ativo","Piauí","51.56","R$",1
"10.1.1.1.2","Aumento do ativo","Ceará","66.73","R$",1
"10.1.1.1.2","Aumento do ativo","Rio Grande do Norte","83.43","R$",1
"10.1.1.1.2","Aumento do ativo","Paraíba","82.43","R$",1
"10.1.1.1.2","Aumento do ativo","Pernambuco","70.28","R$",1
"10.1.1.1.2","Aumento do ativo","Alagoas","55.22","R$",1
"10.1.1.1.2","Aumento do ativo","Sergipe","124.78","R$",1
"10.1.1.1.2","Aumento do ativo","Bahia","90.91","R$",1
"10.1.1.1.2","Aumento do ativo","Minas Gerais","164.72","R$",1
"10.1.1.1.2","Aumento do ativo","Espírito Santo","168.05","R$",1
"10.1.1.1.2","Aumento do ativo","Rio de Janeiro","114.03","R$",1
"10.1.1.1.2","Aumento do ativo","São Paulo","267.93","R$",1
"10.1.1.1.2","Aumento do ativo","Paraná","527.43","R$",1
"10.1.1.1.2","Aumento do ativo","Santa Catarina","181.74","R$",1
"10.1.1.1.2","Aumento do ativo","Rio Grande do Sul","194.38","R$",1
"10.1.1.1.2","Aumento do ativo","Mato Grosso do Sul","238.91","R$",1
"10.1.1.1.2","Aumento do ativo","Mato Grosso","273.50","R$",1
"10.1.1.1.2","Aumento do ativo","Goiás","194.87","R$",1
"10.1.1.1.2","Aumento do ativo","Distrito Federal","490.10","R$",1
"10.1.1.1.3","Diminuição do passivo","Rondônia","148.67","R$",1
"10.1.1.1.3","Diminuição do passivo","Acre","246.48","R$",1
"10.1.1.1.3","Diminuição do passivo","Amazonas","83.08","R$",1
"10.1.1.1.3","Diminuição do passivo","Roraima","79.10","R$",1
"10.1.1.1.3","Diminuição do passivo","Pará","84.91","R$",1
"10.1.1.1.3","Diminuição do passivo","Amapá","227.67","R$",1
"10.1.1.1.3","Diminuição do passivo","Tocantins","77.36","R$",1
"10.1.1.1.3","Diminuição do passivo","Maranhão","126.40","R$",1
"10.1.1.1.3","Diminuição do passivo","Piauí","113.24","R$",1
"10.1.1.1.3","Diminuição do passivo","Ceará","119.28","R$",1
"10.1.1.1.3","Diminuição do passivo","Rio Grande do Norte","131.01","R$",1
"10.1.1.1.3","Diminuição do passivo","Paraíba","130.87","R$",1
"10.1.1.1.3","Diminuição do passivo","Pernambuco","129.77","R$",1
"10.1.1.1.3","Diminuição do passivo","Alagoas","112.02","R$",1
"10.1.1.1.3","Diminuição do passivo","Sergipe","140.43","R$",1
"10.1.1.1.3","Diminuição do passivo","Bahia","109.04","R$",1
"10.1.1.1.3","Diminuição do passivo","Minas Gerais","143.70","R$",1
"10.1.1.1.3","Diminuição do passivo","Espírito Santo","118.96","R$",1
"10.1.1.1.3","Diminuição do passivo","Rio de Janeiro","116.98","R$",1
"10.1.1.1.3","Diminuição do passivo","São Paulo","164.35","R$",1
"10.1.1.1.3","Diminuição do passivo","Paraná","191.73","R$",1
"10.1.1.1.3","Diminuição do passivo","Santa Catarina","166.26","R$",1
"10.1.1.1.3","Diminuição do passivo","Rio Grande do Sul","166.89","R$",1
"10.1.1.1.3","Diminuição do passivo","Mato Grosso do Sul","173.43","R$",1
"10.1.1.1.3","Diminuição do passivo","Mato Grosso","123.05","R$",1
"10.1.1.1.3","Diminuição do passivo","Goiás","274.72","R$",1
"10.1.1.1.3","Diminuição do passivo","Distrito Federal","435.18","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Rondônia","3844.65","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Acre","4119.61","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Amazonas","3878.14","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Roraima","4782.54","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Pará","3391.09","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Amapá","4676.61","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Tocantins","3183.37","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Maranhão","2773.91","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Piauí","3382.90","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Ceará","3346.41","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Rio Grande do Norte","4064.12","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Paraíba","3463.41","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Pernambuco","3846.20","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Alagoas","2766.94","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Sergipe","4409.76","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Bahia","3803.08","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Minas Gerais","5091.40","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Espírito Santo","5094.38","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Rio de Janeiro","5570.89","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","São Paulo","7413.24","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Paraná","5690.29","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Santa Catarina","5931.20","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Rio Grande do Sul","6325.67","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Mato Grosso do Sul","5562.93","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Mato Grosso","5465.67","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Goiás","5503.99","R$",1
"10.2","Rendimento total e variação patrimonial médio mensal familiar","Distrito Federal","12453.69","R$",1
"10.2.1","Rendimento total","Rondônia","3613.43","R$",1
"10.2.1","Rendimento total","Acre","3931.55","R$",1
"10.2.1","Rendimento total","Amazonas","3770.12","R$",1
"10.2.1","Rendimento total","Roraima","4730.77","R$",1
"10.2.1","Rendimento total","Pará","3121.72","R$",1
"10.2.1","Rendimento total","Amapá","4588.29","R$",1
"10.2.1","Rendimento total","Tocantins","3110.14","R$",1
"10.2.1","Rendimento total","Maranhão","2587.70","R$",1
"10.2.1","Rendimento total","Piauí","3280.43","R$",1
"10.2.1","Rendimento total","Ceará","3211.02","R$",1
"10.2.1","Rendimento total","Rio Grande do Norte","3861.28","R$",1
"10.2.1","Rendimento total","Paraíba","3319.86","R$",1
"10.2.1","Rendimento total","Pernambuco","3611.92","R$",1
"10.2.1","Rendimento total","Alagoas","2679.39","R$",1
"10.2.1","Rendimento total","Sergipe","4099.43","R$",1
"10.2.1","Rendimento total","Bahia","3618.10","R$",1
"10.2.1","Rendimento total","Minas Gerais","4724.29","R$",1
"10.2.1","Rendimento total","Espírito Santo","4802.99","R$",1
"10.2.1","Rendimento total","Rio de Janeiro","5450.67","R$",1
"10.2.1","Rendimento total","São Paulo","6887.53","R$",1
"10.2.1","Rendimento total","Paraná","5347.39","R$",1
"10.2.1","Rendimento total","Santa Catarina","5604.20","R$",1
"10.2.1","Rendimento total","Rio Grande do Sul","5876.63","R$",1
"10.2.1","Rendimento total","Mato Grosso do Sul","5158.02","R$",1
"10.2.1","Rendimento total","Mato Grosso","5022.60","R$",1
"10.2.1","Rendimento total","Goiás","5123.94","R$",1
"10.2.1","Rendimento total","Distrito Federal","11041.94","R$",1
"10.2.1.1","Tipos de origem dos rendimentos",,,"",""
"10.2.1.1.1","Aluguel","Rondônia","31.86","R$",1
"10.2.1.1.1","Aluguel","Acre","53.96","R$",1
"10.2.1.1.1","Aluguel","Amazonas","13.54","R$",1
"10.2.1.1.1","Aluguel","Roraima","40.66","R$",1
"10.2.1.1.1","Aluguel","Pará","53.87","R$",1
"10.2.1.1.1","Aluguel","Amapá","42.41","R$",1
"10.2.1.1.1","Aluguel","Tocantins","10.30","R$",1
"10.2.1.1.1","Aluguel","Maranhão","11.81","R$",1
"10.2.1.1.1","Aluguel","Piauí","17.05","R$",1
"10.2.1.1.1","Aluguel","Ceará","35.13","R$",1
"10.2.1.1.1","Aluguel","Rio Grande do Norte","45.62","R$",1
"10.2.1.1.1","Aluguel","Paraíba","29.41","R$",1
"10.2.1.1.1","Aluguel","Pernambuco","32.11","R$",1
"10.2.1.1.1","Aluguel","Alagoas","12.41","R$",1
"10.2.1.1.1","Aluguel","Sergipe","32.22","R$",1
"10.2.1.1.1","Aluguel","Bahia","49.07","R$",1
"10.2.1.1.1","Aluguel","Minas Gerais","78.81","R$",1
"10.2.1.1.1","Aluguel","Espírito Santo","104.08","R$",1
"10.2.1.1.1","Aluguel","Rio de Janeiro","36.63","R$",1
"10.2.1.1.1","Aluguel","São Paulo","171.64","R$",1
"10.2.1.1.1","Aluguel","Paraná","135.92","R$",1
"10.2.1.1.1","Aluguel","Santa Catarina","104.61","R$",1
"10.2.1.1.1","Aluguel","Rio Grande do Sul","85.96","R$",1
"10.2.1.1.1","Aluguel","Mato Grosso do Sul","71.71","R$",1
"10.2.1.1.1","Aluguel","Mato Grosso","92.77","R$",1
"10.2.1.1.1","Aluguel","Goiás","106.98","R$",1
"10.2.1.1.1","Aluguel","Distrito Federal","185.44","R$",1
"10.2.1.1.2","Trabalho","Rondônia","2354.30","R$",1
"10.2.1.1.2","Trabalho","Acre","2374.29","R$",1
"10.2.1.1.2","Trabalho","Amazonas","2477.12","R$",1
"10.2.1.1.2","Trabalho","Roraima","3608.34","R$",1
"10.2.1.1.2","Trabalho","Pará","1931.24","R$",1
"10.2.1.1.2","Trabalho","Amapá","3083.93","R$",1
"10.2.1.1.2","Trabalho","Tocantins","2121.82","R$",1
"10.2.1.1.2","Trabalho","Maranhão","1367.31","R$",1
"10.2.1.1.2","Trabalho","Piauí","1776.91","R$",1
"10.2.1.1.2","Trabalho","Ceará","1785.83","R$",1
"10.2.1.1.2","Trabalho","Rio Grande do Norte","2092.53","R$",1
"10.2.1.1.2","Trabalho","Paraíba","1867.76","R$",1
"10.2.1.1.2","Trabalho","Pernambuco","2041.48","R$",1
"10.2.1.1.2","Trabalho","Alagoas","1381.53","R$",1
"10.2.1.1.2","Trabalho","Sergipe","2301.05","R$",1
"10.2.1.1.2","Trabalho","Bahia","2027.28","R$",1
"10.2.1.1.2","Trabalho","Minas Gerais","2712.80","R$",1
"10.2.1.1.2","Trabalho","Espírito Santo","2980.85","R$",1
"10.2.1.1.2","Trabalho","Rio de Janeiro","3271.97","R$",1
"10.2.1.1.2","Trabalho","São Paulo","4402.68","R$",1
"10.2.1.1.2","Trabalho","Paraná","3532.53","R$",1
"10.2.1.1.2","Trabalho","Santa Catarina","3469.38","R$",1
"10.2.1.1.2","Trabalho","Rio Grande do Sul","3297.75","R$",1
"10.2.1.1.2","Trabalho","Mato Grosso do Sul","3012.28","R$",1
"10.2.1.1.2","Trabalho","Mato Grosso","3385.45","R$",1
"10.2.1.1.2","Trabalho","Goiás","3514.66","R$",1
"10.2.1.1.2","Trabalho","Distrito Federal","7714.24","R$",1
"10.2.1.1.3","Transferência","Rondônia","635.90","R$",1
"10.2.1.1.3","Transferência","Acre","766.83","R$",1
"10.2.1.1.3","Transferência","Amazonas","649.96","R$",1
